-1.5985	2.66939	0.401081	1.90557	1.04938	2.75789	0.774346	2.73258	-3.57803	2.34963	0.429571	-4.24916	0.492598	2.18194	0.16495	-0.475779	3.20744	-1.74311	-0.122194	2.46543	-1.80108	-1.06682	5.08805	0.200377	0.933769	1.60819	0.51138	-1.79429	-3.05406	-1.13095	-2.46779	-1.8545	0.379892	-3.78816	-2.4438	-2.83509	-2.39099	-2.68975	-1.64979	1.99595	0.993348	1.54771	1.30429	1.24812	-0.97359	-1.70273	-0.441271	-0.37557	0.004745	2.95639
2.10941	-3.05264	0.903496	1.27603	1.62495	1.73141	-3.71035	0.079844	-0.31028	-3.75657	-1.78469	-0.677726	-3.17348	-2.00901	1.43402	3.02874	1.09358	3.1322	-1.20163	1.43632	1.31191	-2.32001	2.40317	1.32591	1.81929	-0.235805	-3.42852	0.507925	-1.55531	4.68169	-1.05909	-0.648166	4.60434	-0.183034	1.20664	5.15065	0.242948	-3.45549	-0.87972	1.0056	1.54251	-0.928529	-1.73466	-4.08341	0.431954	0.598248	1.54004	-0.100498	1.56958	0.140247
-1.50121	-0.859237	2.02522	0.07955	1.95442	1.804	0.159248	1.7808	-4.36049	1.59184	-0.817397	-1.82492	0.930551	-0.869585	-0.515678	0.097039	1.265	0.153316	1.45028	-0.608919	-2.94595	-1.41364	-0.154324	-3.16096	-1.43707	2.60116	-2.03217	-0.712466	-2.04906	-2.78272	-1.4283	0.582575	-0.498395	-3.54169	-2.57586	1.89751	-3.88717	-0.758205	-0.973293	-0.336371	-0.103904	0.959337	0.922746	-0.710651	-2.37076	-1.64582	0.824346	-2.20382	0.735574	0.06042
-1.06982	1.68669	2.32561	-0.472319	4.20873	3.59727	-0.398346	-2.13229	-0.10976	-1.71587	-1.9736	5.26808	-0.418516	-2.80297	-1.6047	2.11967	0.77424	2.68307	3.51312	-1.71164	3.04259	-4.43668	2.78012	0.961084	-0.065558	0.032279	-0.625575	-0.313308	-1.39984	1.23761	-0.356527	-3.43178	3.23103	1.27868	3.81755	-1.10739	-0.506898	1.64761	-0.391711	3.8287	-3.51895	1.19915	1.57798	1.19981	1.24086	-0.751655	3.6139	5.74954	0.920145	2.2632
-0.926403	0.066513	-0.821135	-2.5434	1.53755	1.73265	-0.479448	2.2166	-3.20964	3.45701	-1.40302	-2.66051	0.986636	-3.94129	0.17957	0.843927	-3.5458	-0.29921	1.29833	-3.52444	-4.29376	-1.25572	-0.804011	-2.13002	-0.90634	3.27511	-0.56521	3.10677	-2.02204	-3.39778	-1.68424	2.35662	-0.246369	-3.85693	-3.45248	-1.12655	-3.73889	2.58892	-2.91932	2.21413	1.40181	2.99108	1.13685	-1.05692	-1.06057	-3.17783	2.40318	-0.699276	0.01893	2.55274
-0.594814	2.50092	0.243126	-1.07282	2.74149	1.32622	-2.7483	2.20693	0.094927	-0.219599	-0.681748	-0.173641	-1.67137	-1.78539	2.5842	0.680135	-0.496843	1.69625	-1.34203	-0.250581	0.642015	-1.23922	2.56388	2.99183	0.961936	-0.715507	-1.1197	-3.24229	-3.97274	1.66927	-1.46324	0.29785	2.59772	-1.29805	2.78728	2.97932	-0.359506	-1.38045	0.865919	0.294484	-1.20986	0.340487	-1.05037	-1.74298	0.732653	-0.028736	0.318264	1.36235	0.078322	0.060707
-4.45166	-0.519788	1.4019	0.594958	2.8051	2.69304	2.79367	1.41334	0.346447	1.77618	-0.330226	-2.70575	0.203363	-4.19139	-2.97435	-1.2526	3.06869	0.269449	-0.118082	-1.29276	-1.14766	-2.75832	0.886118	-1.73215	-1.05197	3.59608	-2.15706	-3.75871	-0.228592	-1.92153	-0.445338	-1.01545	0.0469	-1.41367	-1.06078	1.38557	-0.123181	-1.20951	-0.546764	0.462904	-0.46752	1.31492	3.20943	-0.163854	-3.37087	-1.35236	0.425113	-1.52623	0.984364	1.87725
-3.64685	1.6337	2.75906	1.26517	0.273588	-0.775482	-0.022884	-0.589281	-2.8074	0.018619	-1.5948	-2.39395	-0.516767	-1.13656	0.348694	-0.373542	0.838624	0.249794	-0.369241	1.89377	-1.14863	0.503414	0.808035	0.349564	1.49955	-0.221551	2.92134	0.721431	0.03265	-1.93772	-0.543271	-1.94249	0.342569	-3.88798	-0.651755	1.1717	-1.1103	0.680719	0.95749	-1.5425	-0.28524	-0.993014	-1.33665	0.110812	-1.32288	-2.27864	1.5237	1.91936	2.80886	0.10406
-2.68272	2.71247	2.47176	-0.350416	1.65311	1.26659	0.735355	1.66936	-2.38853	0.33521	-2.83584	-0.429453	0.129824	-1.16155	-0.334064	-1.06716	1.50313	-0.775974	-0.740989	3.41012	-2.06925	1.41821	0.763999	-0.716719	1.15105	0.650036	1.56704	0.326808	0.311314	-0.190271	0.04402	-1.86134	0.867096	-3.37749	-0.416302	-0.051729	-0.538669	0.615198	1.59638	-1.97891	0.043532	0.237332	0.205154	1.75481	-0.462113	-1.99043	3.29613	1.5048	3.46596	0.478348
3.16945	1.35769	1.71919	-0.18791	0.861385	0.068011	-0.255682	-1.4006	-2.08781	0.177124	-0.957806	3.15423	-5.17175	-0.556647	-1.28771	0.826699	-0.320466	2.3928	3.44838	-1.37158	3.89701	-0.94056	2.53499	2.50995	2.03296	-1.76498	0.181726	1.69564	-0.44204	2.36757	0.749375	-2.37927	3.50938	0.748774	2.39661	2.47186	-2.97511	0.890063	-1.09087	0.023296	-0.616168	0.491767	-1.68436	-1.72015	-1.42917	-3.55113	3.05216	1.66345	0.585798	1.78546
